ncols	121
nrows	121
xllcorner	-122.0041
yllcorner	43.9958
cellsize	0.0083
NODATA_value	-9999.0000
-0.8000	-0.7600	-0.6401	0.0502	1.3291	-0.0996	1.5293	1.8493	0.4905	0.6899	0.7501	1.6094	2.3593	2.5196	2.5200	2.3801	2.2101	1.6004	2.1395	2.2398	1.1011	1.8191	1.6003	2.0394	1.7203	1.8297	2.1394	1.8302	1.7300	1.7199	1.9195	2.1195	1.2811	1.3000	1.4198	1.6396	1.4203	1.3201	1.1502	1.0001	1.0896	0.8502	0.5405	0.7394	0.1810	0.1699	-0.0397	-0.1499	-0.3497	-0.5396	-0.5301	-0.6299	-0.6600	-0.7399	-1.0892	-1.2796	-1.3000	-1.2202	-1.1302	-1.2797	-1.1803	-1.0902	-0.6214	-0.5902	-0.4704	-0.3105	0.3979	0.5296	0.9288	0.9300	1.4981	1.5897	-0.0450	-0.6979	-0.9392	-1.1692	-1.1998	-1.1899	-1.0405	-2.4558	1.4759	1.6597	1.8693	1.8201	2.1189	0.9640	0.7606	0.1020	-0.9562	-0.8903	-0.5511	1.0542	1.4485	1.5197	1.5897	1.8588	1.3919	-0.5813	-0.9087	-1.0793	-0.1336	0.4479	0.7888	0.7802	0.1133	-0.2976	1.2034	1.6281	1.7494	1.7300	1.6603	1.8189	0.8942	1.2878	1.0905	0.6914	0.5900	-0.7635	-1.3472	-1.3499	1.5948
-0.8501	-0.8500	-0.8300	0.9893	-0.2098	-0.1200	1.2694	0.3203	0.2900	0.6200	1.0101	1.2302	1.6898	1.8600	2.5794	2.3700	2.0402	1.4704	1.9194	1.9997	1.2706	1.3499	1.7196	1.6200	1.5200	1.4200	1.5197	1.3201	1.3199	1.3498	1.4198	1.5197	1.0307	1.4193	1.3598	1.4497	1.2203	1.0402	0.8303	0.6004	0.4602	0.2903	0.3200	0.1703	0.1700	-0.0396	-0.2396	-0.4396	-0.5298	-0.6298	-0.6301	-0.8196	-0.8201	-0.8500	-1.0895	-1.3993	-1.3003	-1.1603	-1.0502	-1.3691	-1.1905	-1.0900	-0.9900	-0.8202	-0.7299	-0.3906	-0.0407	0.4088	0.6694	0.9193	0.9201	1.5180	0.2044	-0.4875	-0.9086	-0.9997	-0.8305	-0.8599	-1.0694	-3.5513	-1.1976	2.3081	1.8216	1.7203	1.9192	0.6345	0.5502	-0.8349	-0.9895	-0.9203	-0.0727	1.8327	1.4216	1.3801	1.5493	1.5898	1.5601	1.5301	-0.9200	-1.0193	0.6632	1.3572	1.4695	1.2808	1.1805	1.3790	1.2307	1.4789	1.5791	1.4101	1.6386	0.8931	0.6108	0.4106	-0.1575	-0.6676	-0.7497	-0.9391	-1.2783	-1.1804	-0.1650
-1.0400	-0.9301	-0.8101	0.1795	-0.5198	-0.1002	1.0494	0.2003	0.3200	1.0298	2.0194	2.1597	1.8402	2.1097	2.1399	2.0299	1.9200	1.3504	1.3499	1.4298	1.1402	1.2599	1.5196	1.3101	1.0702	0.9700	0.9798	0.9799	0.8900	0.9298	1.1396	1.1299	1.1199	0.9100	0.5503	1.0290	0.9500	0.7503	0.7300	0.5403	0.3403	0.3300	0.3400	0.1504	0.0802	-0.1296	-0.2298	-0.4296	-0.4600	-0.7294	-0.8198	-0.8999	-0.9998	-1.0899	-1.1799	-1.3596	-1.4299	-0.9412	-0.9101	-1.1793	-1.1900	-0.4518	-0.3402	-0.1305	0.1493	0.4293	0.5995	0.7097	0.9792	0.9201	1.1891	0.8810	1.4980	0.7724	-0.7349	-1.0588	-0.8006	-0.8199	-1.3582	-2.0368	-0.2851	2.0221	1.6213	1.6299	1.6199	0.4243	0.3202	-0.6764	-1.0187	-1.0797	1.1417	1.3592	1.2902	1.3497	1.3898	1.4198	1.4200	1.3702	-0.7514	0.0667	1.0858	1.5677	1.2808	1.2697	1.4688	1.0120	1.2489	1.4788	0.2852	-0.4170	0.5053	-0.1373	-0.6776	-0.6900	-0.6305	-0.7300	-1.0684	-1.0104	-1.0698	-0.8413	0.0059
-1.0400	-1.1300	-1.0301	-0.6001	-0.5998	-0.3000	0.5196	0.1201	0.4698	1.3295	1.6197	1.4401	1.7896	1.7198	1.7198	1.4101	1.5198	1.2601	0.9802	0.9000	1.0398	1.1698	1.0600	0.8401	0.7300	0.5101	0.4100	0.5097	0.5098	0.4699	0.8194	0.7300	0.7499	-0.1288	-0.1201	0.1396	0.6292	0.5301	0.5300	0.4301	0.3401	0.2402	0.3498	0.2501	0.1601	-0.1395	-0.2298	-0.4296	-0.4999	-0.7196	-0.9096	-1.0298	-1.1997	-1.3198	-1.4098	-1.4599	-1.5498	-1.0712	-0.9404	-1.1495	-1.1800	-0.3023	-0.2003	-0.0006	0.2792	0.5193	0.6396	0.7297	0.8397	0.7703	0.9097	1.0596	1.1099	1.4089	0.6324	-0.2470	-0.0206	-0.7576	-1.1980	1.0027	2.1062	1.5220	1.4503	1.4700	1.1313	0.6517	-0.3465	-0.5394	-0.7094	-0.8793	1.0327	1.3487	1.1906	1.1302	1.2196	1.2499	1.4093	1.2703	-0.6921	0.2261	1.0762	0.6712	-0.2465	0.1180	0.2191	0.9068	1.0090	0.8005	-0.2257	-0.9866	-0.9900	-0.9502	-0.8505	-0.8599	-1.3377	-2.3549	-1.2453	-1.2699	-1.3297	-1.3200	0.1722
-1.1401	-1.1400	-1.2300	-0.6002	0.0598	0.2099	0.2599	0.0001	0.4398	0.9497	1.0599	1.2699	1.0999	0.9300	1.0198	0.9199	0.9098	0.7700	0.7100	0.7999	0.8299	0.9398	0.4804	0.2602	0.3897	-0.0995	-0.1800	-0.2999	-0.2302	-0.1202	0.1395	0.1598	0.4893	-0.4487	-0.4301	0.0193	0.3095	0.2002	0.6591	0.1409	0.0402	0.1498	0.2298	0.1201	-0.0997	-0.3097	-0.3201	-0.5995	-0.7497	-0.8797	-1.0596	-1.1399	-1.3795	-1.4399	-1.5598	-1.6797	-1.6899	-1.1812	-1.0703	-1.0800	-1.3194	-0.4522	-0.1907	-0.0903	0.0097	0.3590	0.4896	0.5997	0.8393	1.2188	1.1901	1.1003	1.1299	0.7213	0.6304	0.7197	0.4411	-0.7855	0.8148	0.9297	1.3686	1.4697	1.5497	1.6398	1.4705	0.5333	-0.6657	-0.6899	-0.7299	-0.4610	0.5464	1.0083	1.0299	0.9603	1.1891	1.3593	1.0810	0.3231	-1.0246	-0.2335	0.0087	-1.0954	-1.4386	-1.5894	-1.4207	-0.0961	-1.0359	-0.8708	-1.2085	-1.1005	-1.0801	-0.9108	-0.8801	-0.8203	-1.2678	-1.2202	-1.1802	-1.3292	-1.2703	-1.3098	-1.3498
-1.4600	-1.3401	-1.2600	-0.7000	0.1898	-0.1799	-0.2000	-0.0001	0.2699	0.6098	0.7798	1.3694	0.1907	0.2899	0.2899	0.1800	0.1799	0.3998	0.5698	0.5300	0.5599	0.5999	0.0904	0.0000	-0.1799	-0.2999	-0.5098	-0.7198	-0.7800	-0.4605	-0.6298	-0.5302	-0.4003	-0.6696	-0.5302	-0.0608	0.0597	0.0899	0.1199	0.0600	0.0599	-0.0498	-0.2198	-0.3499	-0.7094	-0.8199	-0.8101	-0.7701	-0.8499	-0.9598	-1.1397	-1.2897	-1.5594	-1.6797	-1.7199	-1.5604	-1.3805	-1.2105	-1.1801	-1.0304	-1.1497	-0.4918	-0.4004	-0.3003	-0.2004	0.0991	0.3193	0.5692	0.7993	0.9296	1.1693	1.1998	1.1900	0.9707	0.9700	0.8504	1.5975	1.5999	0.9920	1.3488	1.4895	1.4701	1.4501	1.9183	1.2224	0.2832	-0.7563	-0.7102	-0.7100	-0.4809	1.4328	1.0116	1.0300	0.9902	1.1394	1.0802	0.6815	0.6798	-1.1824	-1.3195	-1.3598	-1.2306	-1.5686	-1.5401	-1.4902	-1.4800	-1.3107	-1.1408	-1.1500	-1.2197	-1.2001	-1.0308	-0.8608	-1.0093	-0.9801	-1.0696	-1.1297	-1.1599	-1.2197	-1.1404	-1.1500
-1.5400	-1.5500	-1.3500	-0.1903	0.2998	-0.3998	-0.3101	-0.2101	0.1798	0.5198	0.3802	0.0402	-0.0400	-0.0300	-0.1399	-0.1400	-0.2000	0.1197	0.2898	0.3599	0.1902	0.2299	-0.6291	-0.3104	-0.4998	-0.7198	-0.8299	-1.0897	-1.0900	-1.1000	-0.9003	-1.0898	-0.9203	-0.8302	-0.5205	-0.3004	-0.3899	-0.1305	-0.3097	-0.3699	-0.3600	-0.1804	-0.5893	-0.9094	-0.9400	-1.3892	-1.2803	-1.1503	-1.3097	-1.3001	-1.5595	-1.5101	-1.7295	-1.7599	-1.5904	-1.5302	-1.5400	-1.5500	-1.1909	-1.1701	-1.0802	-0.9204	-1.0596	-0.6811	-0.6801	-0.3510	-0.2005	0.1988	0.5490	0.6796	1.2183	0.8112	0.9895	1.0100	0.9901	1.0299	1.1397	1.2696	1.3099	1.4495	1.4500	1.5397	1.5300	1.6296	0.9524	-0.0566	-0.9269	-0.8503	-0.7603	-0.6604	1.0337	1.0398	1.1794	1.0405	1.0002	1.0697	0.0143	-0.5678	-1.0481	-1.2293	-1.2698	-1.3198	-1.4893	-1.4502	-1.4898	-1.4103	-1.3204	-1.1906	-1.3194	-1.2205	-1.1404	-1.0703	-1.0302	-0.8906	-0.9895	-1.0894	-1.0900	-1.1597	-1.2495	-1.1704	-1.2695
-1.8100	-1.7100	-1.3200	-0.0803	0.1599	-0.7098	-0.6301	-0.6300	0.1296	0.2899	0.9996	-0.1494	-0.0901	-0.2100	-0.1901	-0.2600	-0.2001	-0.1401	0.0298	0.2000	0.2699	-0.0697	-0.6295	-0.6201	-0.7299	-1.1995	-1.1801	-1.2999	-1.3400	-1.4999	-1.4701	-1.2204	-1.2700	-1.1602	-0.9304	-1.0199	-0.7105	-0.4704	-0.5399	-0.5800	-0.5700	-0.6199	-1.0093	-1.1298	-1.3696	-1.7094	-1.7699	-1.7002	-1.5903	-1.5302	-1.5999	-1.7697	-1.8299	-1.7801	-1.8599	-2.0895	-1.8905	-1.7803	-1.4309	-1.1806	-0.9705	-1.0498	-1.1199	-1.7085	-1.6203	-1.1214	-0.9705	-0.3119	0.1985	0.8082	0.6106	0.7994	1.0093	1.1097	1.0701	0.9902	1.1395	1.1898	1.2797	1.3797	1.3301	1.2602	1.3098	1.1406	1.0503	-0.8832	-0.9597	-1.0596	-0.7909	-0.7201	1.0633	-0.2250	0.7463	0.9692	0.9700	0.8405	0.8798	-1.3411	-1.3002	-1.2303	-1.2897	-1.3298	-1.4794	-1.7289	-1.5607	-1.3906	-1.3003	-1.3098	-1.3796	-1.2804	-1.2003	-1.0308	-1.0001	-0.8507	-0.7007	0.1162	-1.0245	-1.0897	-1.0303	-1.1096	-1.0005
-2.0900	-1.9900	-1.0102	-0.3802	-0.4900	-1.0398	-1.0500	-0.7601	-0.1103	0.2098	0.2399	-0.3497	-0.6598	-0.6301	-0.6201	-0.4702	-0.3701	-0.3001	-0.1901	1.1987	-0.1288	-0.2998	-1.0592	-1.0101	-1.1798	-1.4497	-1.4500	-1.4500	-1.7297	-2.2394	-2.2301	-1.6508	-1.8098	-1.6902	-1.3605	-1.3401	-1.1204	-0.8005	-0.9997	-0.9202	-0.8302	-0.9398	-1.4092	-1.6795	-2.2090	-2.0503	-1.9003	-2.3192	-2.2901	-2.0804	-1.6908	-2.0193	-2.0499	-2.0301	-2.2895	-2.6292	-2.5303	-2.0013	-1.7706	-1.2114	-1.0903	-1.2596	-2.0978	-2.6685	-2.1614	-1.6414	-1.7098	-1.1815	-0.1928	0.8669	0.4412	0.7291	0.7998	0.8399	0.8201	0.8997	0.9399	1.0397	1.1895	1.3594	1.1308	1.0901	1.4188	0.9715	1.0597	-1.0524	-0.8906	-0.6708	-0.2315	0.8460	0.7403	0.6703	0.6700	0.9688	0.6712	0.8393	0.7802	-1.1722	-1.2099	-1.0406	-1.0897	-1.4285	-1.4598	-1.2907	-1.1506	-0.5029	-0.2312	-0.2300	-0.5884	-0.6596	-1.0283	-1.0499	-0.3830	-0.7383	-0.2423	0.7851	-0.5535	-0.9182	-0.9399	-0.7012	-0.4014
-2.3100	-2.1900	-1.0002	-0.5901	-1.1099	-1.2100	-1.1100	-1.0200	-0.1004	-0.0700	-0.5398	-0.5400	-0.8498	-1.3097	-1.4100	-1.4700	-1.5500	-0.9505	-0.3605	0.4992	-0.4491	-0.4700	-1.1493	-1.1600	-1.1800	-1.8493	-1.5104	-1.9295	-2.6891	-3.3392	-2.9405	-1.9314	-2.0798	-2.3197	-1.8906	-1.7702	-1.6502	-1.4104	-1.2103	-1.2000	-1.2000	-1.3897	-1.7593	-1.8798	-2.2992	-2.4597	-2.7095	-2.6102	-2.4503	-2.2804	-2.0106	-2.0898	-2.2097	-2.2100	-3.0082	-2.9003	-2.8002	-2.5207	-2.1010	-1.7908	-1.5606	-1.5899	-2.3879	-3.5170	-1.9143	-1.9499	-1.6109	-1.0715	-0.0230	0.0099	0.2294	0.4593	0.3404	1.0678	0.6413	0.4705	1.0083	1.1096	1.0402	1.2393	1.0905	0.8209	0.8100	0.8897	0.7206	0.5506	-1.2237	-1.4990	1.2300	0.9610	-0.9827	0.7534	0.6205	-0.5256	0.7550	0.8098	0.6407	-1.1229	-0.9209	0.5739	0.6696	-0.2362	-0.8375	-1.4076	-1.7983	-1.3519	-0.6132	0.1168	0.0105	0.0399	-0.7763	-0.4017	0.7049	0.5308	0.6992	0.6005	0.2417	-0.5462	-0.5201	-0.4205	1.4706
